"Datetime","Link","Price","Description","Brand","Condition","Title","Size","Amt Sold","Activity","Recent Review1","Time Listed","Sold and Reviews","Discount","In Bags","Like","Free Shipping","Color","Material","Style"
"2023-12-06T18:03:35.578006Z","https:\/\/www.depop.com\/products\/iisqbella-x-small-florallace-hm-top-lightly\/","$7.00","x-small floral\/lace h&m top lightly worn!","H&M","Used - Excellent","H&M Women's Crop-top","Size XS","9 sold","Active today","perfect!! thank uu\ud83d\udc95","LISTED 18 MINUTES AGO","3 Shop Reviews. Rated 4.666666666666667 out of 5 stars.","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2023-12-06T17:42:22.43078Z","https:\/\/www.depop.com\/products\/unprecedentedcrisis-y2k-grunge-tunic-style-top\/","$17.00","Y2K Grunge Tunic style top by Vocal USA.
Size small.
No flaws.
Model is 5'10, 125 lbs.
No returns.





#Grunge #Y2K #2000s #Affliction #Emo

show more","Affliction","Used - Excellent","Affliction Women's Black Blouse","Size S","957 sold","Active today","Good deal \u2728\u2728\ud83c\udf8a","LISTED 39 MINUTES AGO","215 Shop Reviews. Rated 4.75 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Cotton","Emo,"
"2023-12-06T17:46:34.238093Z","https:\/\/www.depop.com\/products\/jbs128-blue-tank-top\/","$15.00","Blue tank top","Stradivarius","Like new","Stradivarius Women's Blue Crop-top","Size XS","30 sold","Active today","good seller","LISTED 35 MINUTES AGO","7 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","Blue","NULL","NULL"
"2023-12-06T17:01:32.388002Z","https:\/\/www.depop.com\/products\/unprecedentedcrisis-kids-xl-vintage-harry-potter\/","$20.00","Kids XL Vintage Harry Potter tee from 2000.
Fits like womens Small.
Model is 5'10, 125 lbs.
No flaws.
Refer to photos.
No returns.



#HarryPotter #VintageTees #BabyTees #Y2K #2000s

show more","Harry Potter","Used - Good","Harry Potter Women's multi T-shirt","Size S","957 sold","Active today","Good deal \u2728\u2728\ud83c\udf8a","LISTED 1 HOUR AGO","215 Shop Reviews. Rated 4.75 out of 5 stars.","NULL","NULL","1","NULL","Black","Cotton","Casual,"
"2023-12-06T16:47:33.389617Z","https:\/\/www.depop.com\/products\/thxkay-vintage-forest-brown-urban-outfitters\/","$14.00","Vintage forest brown urban outfitter\u2019s
Size | small","Urban Outfitters","Like new","Urban Outfitters Women's Brown Crop-top","Size S","69 sold","Active today","Super fast shipping. Thank you!!","LISTED 1 HOUR AGO","26 Shop Reviews. Rated 4.9 out of 5 stars.","NULL","NULL","1","NULL","Brown","Streetwear,","Casual,"
"2023-12-06T17:39:31.651974Z","https:\/\/www.depop.com\/products\/kath0lic-cute-brandy-melville-lacy-grey\/","$15.00","cute brandy melville lacy grey tank top\/cami! has an adorable trio of buttons on the collar.

looks great with any pair of low rise jeans :)

#brandy #brandymelville #lace #twilight #elenagilbert","Brandy Melville","Used - Good","Brandy Melville Women's Grey Vest","One size","420 sold","Active today","Thank you so much!!","LISTED 43 MINUTES AGO","396 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","Grey","Grunge,","Coquette,"
"2023-12-06T16:49:37.137407Z","https:\/\/www.depop.com\/products\/oatsandhunny-whimsigoth-wrap-top-bust\/","$15.00","whimsigoth wrap top \ud83d\udc93
bust 38
arm 16 in","NULL","NULL","Women's Purple Blouse","Size M","368 sold","Active today","Very pretty dress, pretty fast shipping as well \ud83d\ude0a","LISTED 1 HOUR AGO","109 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","4","NULL","Purple","Whimsygoth,","Boho,"
"2023-12-06T17:38:40.683406Z","https:\/\/www.depop.com\/products\/mustamakara-y2k-womans-sublime-shirt-size\/","$10.20","Y2k womans sublime shirt

Size tagged L
Thin cotton but very nice
DM for measurements
\u27a1\ufe0fSEND OFFERS\u27a1\ufe0f","NULL","Used - Good","Women's multi T-shirt","Size L","16 sold","Active today","good seller + fast shipping n very communicative","LISTED 44 MINUTES AGO","2 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 1 person's bag","1","NULL","Black","Y2K,","Retro,"
"2023-12-06T16:46:31.550253Z","https:\/\/www.depop.com\/products\/oatsandhunny-whimsigoth-wrap-top-arm\/","$15.00","whimsigoth wrap top \ud83c\udf19
arm 16
bust 38","NULL","NULL","Women's multi Blouse","Size M","368 sold","Active today","Very pretty dress, pretty fast shipping as well \ud83d\ude0a","LISTED 1 HOUR AGO","109 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","3","NULL","Multi","Goth,","Whimsygoth,"
"2023-12-06T16:31:19.22262Z","https:\/\/www.depop.com\/products\/chanthip-colorful-knit-sweater-size-l\/","$20.00","Colorful knit sweater
Size L - has some stretch
In great condition with no noticeable flaws

Message me any questions \u2014 US shipping only

#90s #knitsweater #winter #fall","NULL","Used - Excellent","Women's Multi Jumper","Size L","78 sold","Active today","perfect product, nice seller\u2019","LISTED 1 HOUR AGO","65 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","Multi","Boho,","Indie,"
"2023-12-06T17:54:43.970946Z","https:\/\/www.depop.com\/products\/audreygawley-black-cashmere-pullover-sweater-model\/","$20.00","Black cashmere pullover sweater

Model sizes: 5'3, 24"" waist, size XS typically

Estimated size: medium","NULL","Like new","Women's Black Jumper","One size","3439 sold","Active today","Got these a year ago and still my fav sweat pants! Seller was kind and shipped quickly. Will shop here again!","LISTED 28 MINUTES AGO","1022 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Cashmere","Boho,"
"2023-12-06T18:20:07.280795Z","https:\/\/www.depop.com\/products\/merakicore-cropped-brown-diamond-sweater\/","$8.00","cropped brown diamond sweater

- cut to crop
- medium

measurements upon request and offers accepted!!","Rafaella","Used - Fair","Rafaella Women's Brown and Cream Crop-top","Size M","7 sold","Active today","Quick shipping:) thank you","LISTED 3 MINUTES AGO","2 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Brown","Vintage,","Preloved"
"2023-12-06T16:46:47.68892Z","https:\/\/www.depop.com\/products\/yachiara-thrasher-cropped-t-shirt\/","$8.00","Thrasher cropped t shirt","Thrasher","Used - Excellent","Thrasher Women's White T-shirt","Size M","37 sold","Active today","fast shipping, item came as described. very happy!!","LISTED 1 HOUR AGO","17 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","White","Streetwear,","Skater,"
"2023-12-06T17:10:04.461139Z","https:\/\/www.depop.com\/products\/keyaraschneider-black-hm-sweatshirt\/","$8.00","Black H&M sweatshirt","H&M","Brand new","H&M Women's Sweatshirt","Size S","14 sold","Active today","Fast shipping ! Love these sm thank u !","LISTED 1 HOUR AGO","8 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","NULL","NULL","NULL"
"2023-12-06T16:26:34.384014Z","https:\/\/www.depop.com\/products\/thxkay-vintage-cropped-tight-tee-garage\/","$20.00","Vintage cropped tight tee
Garage
Size | small","Garage","Like new","Garage Women's Grey Crop-top","Size S","69 sold","Active today","Super fast shipping. Thank you!!","LISTED 1 HOUR AGO","26 Shop Reviews. Rated 4.9 out of 5 stars.","NULL","NULL","1","NULL","Grey","Streetwear,","Skater,"
"2023-12-06T16:50:29.584705Z","https:\/\/www.depop.com\/products\/runwaywalks-pastel-yellow-zara-floral-cardigan\/","$15.00","Pastel yellow Zara floral cardigan \u2b50\ufe0f
Size small.
\u2022
\u2022
\u2022
#cardigan #zara #floral","Zara","Used - Excellent","Zara Women's Yellow Cardigan","Size S","76 sold","Active today","Arrived on time, product was as described. No complaints at all.","LISTED 1 HOUR AGO","26 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","NULL","1","NULL","Yellow","Indie,","Cottage,"
"2023-12-06T17:39:09.690628Z","https:\/\/www.depop.com\/products\/gabrimaelle-size-4-gray-collared-zaful\/","$3.00","Size 4 gray collared zaful shirt. Its in really good condition.","ZAFUL","Used - Excellent","ZAFUL Women's Grey Shirt","Size 4","7 sold","Active today","NULL","LISTED 44 MINUTES AGO","4 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Grey","NULL","NULL"
"2023-12-06T17:45:07.63166Z","https:\/\/www.depop.com\/products\/audreygawley-maroon-pullover-cashmere-sweater-model\/","$15.00","Maroon pullover cashmere sweater

Model sizes: 5'3, 24"" waist, size XS typically

Estimated size: Small","NULL","Like new","Women's Burgundy Jumper","Size S","3439 sold","Active today","Got these a year ago and still my fav sweat pants! Seller was kind and shipped quickly. Will shop here again!","LISTED 38 MINUTES AGO","1022 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","Burgundy","Cashmere","Preloved"
"2023-12-06T17:40:23.976179Z","https:\/\/www.depop.com\/products\/kath0lic-urban-outfitters-urban-renewal-cropped\/","$15.00","urban outfitters urban renewal cropped orange sweater!!

super cute thinly knit and flowy sweater from urban outfitters\u2019 urban renewal program :) this is a great piece for layering and has such a beautiful autumn color! would love to see it styled with the classic long skirt, headphones, and a tote bag. i just didn\u2019t get enough wear out of it personally!

size large and fits true to size. if you want a really oversized and flowy fit, it\u2019s better for a medium or small. be gentle with it because it\u2019s thin and it looks like the fabric could snag if you\u2019re too careless!

worn a few times, no major flaws that i could find but there may be a few small holes (hard to notice because of the knit pattern, any flaws blend in).

#autumn #urbanoutfitters #flowy #fleetwoodmac #daisyjones

show more","Urban Outfitters","Used - Good","Urban Outfitters Women's Orange Jumper","Size L","420 sold","Active today","Thank you so much!!","LISTED 43 MINUTES AGO","396 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","Orange","Boho","NULL"
"2023-12-06T16:51:47.910747Z","https:\/\/www.depop.com\/products\/oatsandhunny-whimsical-velvet-tank-top\/","$15.00","whimsical velvet tank top \u2728
waist 30
bust 40
length 23","NULL","NULL","Women's Green Vest","Size L","368 sold","Active today","Very pretty dress, pretty fast shipping as well \ud83d\ude0a","LISTED 1 HOUR AGO","109 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","Green","Boho,","Whimsygoth,"
"2023-12-06T17:21:01.535501Z","https:\/\/www.depop.com\/products\/turdnuggetlol-cute-luh-star-tube-top\/","$15.00","cute luh star tube top\/ y2k\/ acubi\/ adorable \/size s\/ stretchy material so could fit any size tbh","Forever 21","Used - Good","Forever 21 Women's Multi Crop-top","Size S","9 sold","Active today","loved the item","LISTED 1 HOUR AGO","8 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","2","NULL","Multi","Streetwear,","Y2K"
"2023-12-06T17:15:46.408425Z","https:\/\/www.depop.com\/products\/oatsandhunny-whimsical-corset-top-size-34\/","$15.00","whimsical corset top
size 34
best for 34 bust
30 in waist","Shirley of Hollywood","NULL","Shirley of Hollywood Women's Burgundy and Black Corset","Size L","368 sold","Active today","Very pretty dress, pretty fast shipping as well \ud83d\ude0a","LISTED 1 HOUR AGO","109 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","Burgundy","Goth,","Boho,"
"2023-12-06T17:01:04.207665Z","https:\/\/www.depop.com\/products\/unprecedentedcrisis-perfect-acne-studios-thin-white\/","$15.00","Perfect Acne Studios thin white tee.
Adult Medium.
Good condition but a few tiny signs of wear.
Refer to photos.
Model is 5'10, 125 lbs.
No returns.




#AcneStudios #Acne #WhiteTee #Minimalism #Designer

show more","Acne Studios","Used - Good","Acne Studios Women's White T-shirt","Size M","957 sold","Active today","Good deal \u2728\u2728\ud83c\udf8a","LISTED 1 HOUR AGO","215 Shop Reviews. Rated 4.75 out of 5 stars.","NULL","NULL","NULL","NULL","White","Cotton","Streetwear,"
"2023-12-06T16:15:41.748228Z","https:\/\/www.depop.com\/products\/thxkay-vintage-long-island-montauk-crew\/","$14.00","Vintage Long Island Montauk crew neck
Size | large","NULL","Like new","Women's Cream Sweatshirt","Size L","69 sold","Active today","Super fast shipping. Thank you!!","LISTED 2 HOURS AGO","26 Shop Reviews. Rated 4.9 out of 5 stars.","NULL","NULL","NULL","NULL","Cream","Streetwear,","Loungewear,"
"2023-12-06T16:31:31.652886Z","https:\/\/www.depop.com\/products\/thxkay-sky-blue-vintage-lace\/","$16.00","Sky blue vintage lace & bow | garage
Size | small","Garage","Like new","Garage Women's Blue Crop-top","Size S","69 sold","Active today","Super fast shipping. Thank you!!","LISTED 1 HOUR AGO","26 Shop Reviews. Rated 4.9 out of 5 stars.","NULL","NULL","1","NULL","Blue","Cottage,","Fairy,"
"2023-12-06T17:42:22.332239Z","https:\/\/www.depop.com\/products\/jbs128-brandy-melville-tank-top-6c33\/","$12.00","Brandy Melville tank top","Brandy Melville","Like new","Brandy Melville Women's Crop-top","Size S","30 sold","Active today","good seller","LISTED 42 MINUTES AGO","7 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","NULL","Loungewear,","Boho"
"2023-12-06T18:05:32.626987Z","https:\/\/www.depop.com\/products\/sb_vintage-women-cabalas-hoodie-message-for\/","$24.00","Women cabalas hoodie
Message for questions","Cabela","Like new","Cabela Women's Hoodie","Size L","32 sold","Active today","Great","LISTED 19 MINUTES AGO","10 Shop Reviews. Rated 4.3 out of 5 stars.","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2023-12-06T16:45:20.437999Z","https:\/\/www.depop.com\/products\/thxkay-vintage-look-basic-white-tank\/","$15.50","vintage look basic white tank
tilly\u2019s
size | small","Tillys","Like new","Tillys Women's White Crop-top","Size S","69 sold","Active today","Super fast shipping. Thank you!!","LISTED 1 HOUR AGO","26 Shop Reviews. Rated 4.9 out of 5 stars.","NULL","NULL","1","NULL","White","Y2K,","Retro,"
"2023-12-06T16:34:20.75479Z","https:\/\/www.depop.com\/products\/impulseofjane-tiedyeshirt-greenshirt\/","$8.00","#tiedyeshirt #greenshirt","C&C California","Used - Excellent","C&C California Women's Khaki and White Shirt","Size M","53 sold","Active today","quick shipping, quick responses, great customer service and awesome price! thanks so much! \ud83d\ude0a","LISTED 1 HOUR AGO","41 Shop Reviews. Rated 4.85 out of 5 stars.","NULL","NULL","1","NULL","Khaki","Boho,","Indie"
"2023-12-06T16:32:37.532367Z","https:\/\/www.depop.com\/products\/impulseofjane-forever21-blouse-size-l-xl\/","$8.00","#forever21 #blouse #size L-XL","Forever 21","Brand new","Forever 21 Women's Pink and Tan Blouse","Size XL","53 sold","Active today","quick shipping, quick responses, great customer service and awesome price! thanks so much! \ud83d\ude0a","LISTED 1 HOUR AGO","41 Shop Reviews. Rated 4.85 out of 5 stars.","NULL","NULL","1","NULL","Pink","Boho,","Streetwear"
"2023-12-06T16:38:27.254683Z","https:\/\/www.depop.com\/products\/impulseofjane-turtleneck-uniqlo-longshirt\/","$10.00","#turtleneck #uniqlo #longshirt","UNIQLO","Used - Excellent","UNIQLO Women's Cream and White Shirt","Size L","53 sold","Active today","quick shipping, quick responses, great customer service and awesome price! thanks so much! \ud83d\ude0a","LISTED 1 HOUR AGO","41 Shop Reviews. Rated 4.85 out of 5 stars.","NULL","NULL","1","NULL","Cream","Streetwear","NULL"
"2023-12-06T16:19:58.945411Z","https:\/\/www.depop.com\/products\/thxkay-vintage-supper-cropped-urban-outfitters\/","$18.00","Vintage supper cropped Urban outfitters
Size | medium","Urban Outfitters","Like new","Urban Outfitters Women's Black Crop-top","Size M","69 sold","Active today","Super fast shipping. Thank you!!","LISTED 2 HOURS AGO","26 Shop Reviews. Rated 4.9 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Y2K,","Streetwear,"
"2023-12-06T15:46:36.199877Z","https:\/\/www.depop.com\/products\/themysteryvault-1998-whatever-be-as-you\/","$18.00","1998 whatever be as you are tshirt

-made in usa
-20 pit, 27 length
-flaws: last 3 pics



#vintagetshirt #beasyouraretshirt #90stshirt #vintage #whatevertee

show more","NULL","Used - Good","Women's White T-shirt","Size M","886 sold","Active today","Thanks love it","LISTED 2 HOURS AGO","204 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","White","90s,","Vintage"
"2023-12-06T17:28:40.684587Z","https:\/\/www.depop.com\/products\/audreygawley-dark-gray-cashmere-heavy-weight\/","$25.00","Dark gray cashmere heavy weight cardigan sweater

Model sizes: 5'3, 24"" waist, size XS typically

fits M\/L","NULL","Like new","Women's Grey Cardigan","One size","3439 sold","Active today","Got these a year ago and still my fav sweat pants! Seller was kind and shipped quickly. Will shop here again!","LISTED 56 MINUTES AGO","1022 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","Grey","Cashmere","Boho"
"2023-12-06T18:21:45.695209Z","https:\/\/www.depop.com\/products\/fakieshuvv-kendal-kylie-green-top\/","$20.00","Kendal & Kylie green top (with a small stain at bottom)","KENDALL + KYLIE","Used - Good","KENDALL + KYLIE Women's Green Crop-top","Size S","34 sold","Active today","love it sm thank you!","LISTED 3 MINUTES AGO","13 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Green","Streetwear,","Y2K,"
"2023-12-06T15:23:45.523566Z","https:\/\/www.depop.com\/products\/sc0231226-shein-hot-pink-shorts-worn\/","$8.00","SHEIN hot pink shorts

Worn once for a all pink themed bachelorette

SIZE 1XL (14)","SHEIN","Like new","SHEIN Women's Shorts","Size 14","29 sold","Active today","As described","LISTED 3 HOURS AGO","7 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2023-12-06T16:57:49.851344Z","https:\/\/www.depop.com\/products\/camillem00dy-american-eagle-jeans-bootcut-mid\/","$15.00","AMERICAN EAGLE JEANS\ud83e\udd0d
Bootcut mid rise jeans
In amazing condition\u2014only worn once

Women\u2019s Size 12 Long!

Was designed with the missing pocket and distressing.

I love these jeans they\u2019re so unique and can pull together a really cute streetwear vibe with the missing pocket.

#americaneagle #aejeans #cute #aesthetic #style

show more","American Eagle","Used - Excellent","American Eagle Women's Blue Jeans","Size 12","16 sold","Active today","thank you \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f","LISTED 1 HOUR AGO","9 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","1","NULL","Blue","Tall","Denim"
"2023-12-06T15:29:47.241566Z","https:\/\/www.depop.com\/products\/angelcakesnlove-wavy-black-skirt-fits-more\/","$10.00","wavy black skirt
fits more like a S","NULL","Used - Excellent","Women's Black Skirt","Size M","39 sold","Active today","the seller is soso nice and responsive, fast shipping, and i LOVELOVE the clothes <33","LISTED 2 HOURS AGO","9 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Black","Goth,","Grunge,"
"2023-12-06T11:57:21.337865Z","https:\/\/www.depop.com\/products\/2014girl-y2k-green-flare-bottoms-size\/","$12.00","y2k green flare bottoms
size small (14 in flat)","NULL","Used - Excellent","Women's Trousers","Size S","107 sold","Active today","Its a super cute tank top! The only problem is that isnt Cotten like it looked like in the photo. Thank you!","LISTED 6 HOURS AGO","22 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","NULL","NULL","NULL","NULL","Indie,","Cottage"
"2023-12-06T15:45:42.731535Z","https:\/\/www.depop.com\/products\/maddie_king_17-uo-cowboy-jeans-worn-a\/","$15.00","UO Cowboy jeans
Worn a couple times
No flaws
Size 29","Urban Outfitters","Like new","Urban Outfitters Women's White and Cream Jeans","Size 28","24 sold","Active today","10\/10","LISTED 2 HOURS AGO","8 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","White","Denim","Streetwear,"
"2023-12-06T12:30:59.436653Z","https:\/\/www.depop.com\/products\/2014girl-pinstripe-pleated-skirt-size-0\/","$18.00","pinstripe pleated skirt
size 0 (14in. flat \/ 31in. length)","Banana Republic","Used - Excellent","Banana Republic Women's Skirt","Size 0","107 sold","Active today","Its a super cute tank top! The only problem is that isnt Cotten like it looked like in the photo. Thank you!","LISTED 5 HOURS AGO","22 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","NULL","1","NULL","NULL","Preppy,","Indie"
"2023-12-06T11:59:23.696669Z","https:\/\/www.depop.com\/products\/2014girl-navy-blue-crotchet-skirt-w\/","$15.00","navy blue crotchet skirt w\/ lining
size small (13in. flat)","NULL","Used - Excellent","Women's Skirt","Size S","107 sold","Active today","Its a super cute tank top! The only problem is that isnt Cotten like it looked like in the photo. Thank you!","LISTED 6 HOURS AGO","22 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","NULL","2","NULL","NULL","Boho,","Cottage"
"2023-12-06T18:02:53.323588Z","https:\/\/www.depop.com\/products\/star3333-super-cute-low-rise-lei\/","$20.00","Super cute low rise l.e.i flared has some very small ripping at the bottom, not to noticeable :) but other than that, in amazing condition
waist-30
length-31
send offers
DM if you have questions:)
#y2k #flarejeans #lowrise #2000s #lowriseflare

show more","L.e.i.","Used - Excellent","L.e.i. Women's Blue Jeans","Size 30""","21 sold","Active today","fats shipping & sweet seller \ud83e\udd0d","LISTED 25 MINUTES AGO","5 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Blue","Y2K,","00s,"
"2023-12-06T16:15:59.927266Z","https:\/\/www.depop.com\/products\/snipscorner-mini-denim-skirt-very-cute\/","$20.00","Mini denim skirt! Very cute on and the perfect skirt to wear casually! #denimskirt #miniskirt #jeanskirt \ud83d\udc99","NULL","Used - Excellent","Women's Blue Skirt","Size S","32 sold","Active today","Super cute and really fast shipping! Thank you :)","LISTED 2 HOURS AGO","5 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Blue","Denim","Boho,"
"2023-12-06T17:26:47.191695Z","https:\/\/www.depop.com\/products\/devenykalo-priced-reasonably-already-so-pls-652c\/","$22.00","Priced reasonably already so pls be respectful with offers
Gymshark leggings
Only selling because they\u2019re too small
#gymshark #active #gymgirl #leggings","Gymshark","Used - Excellent","Gymshark Women's Grey Leggings","Size XS","125 sold","Active today","Good communication and well priced. Great condition for a used pair of shoes. Thanks !","LISTED 1 HOUR AGO","61 Shop Reviews. Rated 5 out of 5 stars.","NULL","NULL","NULL","NULL","Grey","Sportswear","NULL"
"2023-12-06T11:03:12.308077Z","https:\/\/www.depop.com\/products\/nadiapignataro-brandy-melville-shorts\/","$10.00","Brandy Melville shorts","Brandy Melville","Like new","Brandy Melville Women's Navy Shorts","One size","159 sold","Active today","lovee thank you sm!","LISTED 7 HOURS AGO","60 Shop Reviews. Rated 4.8 out of 5 stars.","NULL","NULL","3","NULL","Navy","NULL","NULL"
